Node ID,Equivalent Stress,Stress X,Stress Y,Deformation X,Deformation Y,Shear
54,50977132.2048,-50488997.3333,-9879.86665853,-0.000876661855727,-0.000236215288169,-110831.338542
55,50828143.0661,-50282316.0,-7447.98754883,-0.000895490928087,-0.000236149324337,-93630.5546875
56,50715919.8263,-50141673.3333,-11763.9300130,-0.000914227159228,-0.000236045831116,-73738.2369792
57,50621967.5838,-50028001.3333,-14380.1554362,-0.0009329058812,-0.000235863277339,-46882.0820313
58,50569379.7045,-49972736.0,-13454.6077474,-0.000951547001023,-0.00023561011767,-18137.2810872
59,50558051.7273,-49970472.0,-6519.37369792,-0.000970187888015,-0.000235293118749,1117.70157878
60,50579616.1993,-49998762.6667,4866.98893229,-0.000989207648672,-0.000215862179175,-446.421630859
61,50564748.3498,-50000650.6667,-23615.1783854,-0.000989607186057,-0.000196783134015,-19190.1046549
62,50507896.1045,-50001318.6667,-103147.061198,-0.000990062952042,-0.000177724767127,-42821.1881510
63,50411780.3719,-49996614.6667,-227298.291667,-0.000990586704575,-0.000158715483849,-64480.1197917
64,50287971.3219,-49991416.0,-385652.46875,-0.000991159002297,-0.000139783544,-75972.5729167
65,50150047.9012,-49990152.0,-564491.145833,-0.000991750857793,-0.000120939454064,-82057.1666667
66,50011049.6429,-49988942.6667,-744864.25,-0.00099234317895,-0.000102191013866,-83515.796875
67,49882462.7289,-49983070.6667,-908974.895833,-0.000992904766463,-8.35390674183e-05,-79889.8020833
68,49746453.4343,-49982520.0,-1083868.52083,-0.00099338311702,-6.49749563308e-05,-65226.4231771
69,49651800.0384,-49976624.0,-1202925.16667,-0.00099377357401,-4.64944278065e-05,-52761.6367188
70,49574400.4217,-49975612.0,-1301848.33333,-0.000994036206976,-2.8064727303e-05,-28820.0592448
71,49536280.1675,-49976401.3333,-1350744.29167,-0.00099417148158,-9.67908272287e-06,-10618.2457682
72,49539919.8307,-49976062.6667,-1346090.45833,-0.000994164380245,8.69693576533e-06,10491.0327148
73,49580942.8475,-49977202.6667,-1294401.83333,-0.000994017464109,2.70874479611e-05,31785.4225260
74,49655226.2424,-49978910.6667,-1199183.5,-0.000993748079054,4.55209337815e-05,49989.3072917
75,49745268.0570,-49980577.3333,-1082663.20833,-0.000993353314698,6.40035505057e-05,62164.7395833
76,49879202.2269,-49983594.6667,-911279.6875,-0.000992871122435,8.25693714432e-05,76052.7838542
77,49999909.6473,-49987237.3333,-754839.229167,-0.000992309418507,0.000101220997749,73631.703125
78,50144710.2695,-49986269.3333,-567131.947917,-0.000991726876236,0.000119969212392,78283.5104167
79,50295841.7595,-49991572.0,-376015.760417,-0.000991146662273,0.000138815288665,77054.0286458
80,50412629.8380,-49998026.6667,-227069.572917,-0.000990575994365,0.000157748538186,63631.0455729
81,50508711.3489,-50001638.6667,-102086.690755,-0.000990060740151,0.000176758869202,41069.7779948
82,50562611.6228,-50000273.3333,-25956.4664714,-0.00098961731419,0.000195818633074,18121.1821289
83,50580603.3726,-49997893.3333,6206.16145833,-0.000989233725704,0.000214896252146,956.871012370
84,50560656.2421,-49972696.0,-6515.61116536,-0.000970223278273,0.000234316408751,-244.571940104
85,50581424.9939,-49981636.0,-8161.13004557,-0.00095158017939,0.000234624589211,19295.6437174
86,50629215.8846,-50029958.6667,-9138.63720703,-0.000932935159653,0.000234874009038,40149.5371094
87,50713471.0403,-50136286.6667,-11708.8284505,-0.000914261094294,0.000235051978962,68938.1432292
88,50828730.7328,-50283260.0,-8375.80143229,-0.000895521952771,0.000235154220718,91702.71875
89,50976859.4561,-50490114.6667,-11926.2837830,-0.000876694160979,0.000235220213654,112272.822917
90,51158958.4394,-50740608.0,-7566.86328125,-0.000857754552271,0.000235253624851,131341.075521
91,51365802.6984,-51042289.3333,-11758.7721354,-0.000838666805066,0.000235296538449,142802.369792
92,51595283.5643,-51378486.6667,-13673.8860677,-0.0008194213151,0.000235366649576,165815.046875
93,51845407.4712,-51742652.0,-9814.65755208,-0.000799977744464,0.000235508035985,176730.640625
94,52118878.3320,-52166404.0,-21560.4596354,-0.000780328933615,0.000235806233832,190132.921875
95,52384421.0427,-52550012.0,-7694.53059896,-0.000760446535423,0.000236271924223,205674.875
96,52689396.8114,-53003308.0,3874.72460938,-0.000740360701457,0.000237016371102,176988.046875
97,52958501.9595,-53413682.6667,13420.8813070,-0.000720020208973,0.000238062668359,147063.255208
98,53146222.7399,-53702832.0,25813.5837809,-0.000699468364473,0.000239516521106,107867.552083
99,53261912.9563,-53897050.6667,34991.4902344,-0.000678792246617,0.00024144667259,23004.9388021
100,53259142.5999,-53907173.3333,53820.5195313,-0.000658021424897,0.000243892587605,-63396.2154948
101,53069032.0402,-53667536.0,50656.5917969,-0.000637757533696,0.000246806652285,-188581.445313
102,52748567.9533,-53228521.3333,48670.6139323,-0.000618360762019,0.000250078563113,-291822.395833
103,52235349.6383,-52475512.0,57970.5846354,-0.000599889783189,0.000253545382293,-392177.177083
104,51627239.7240,-51598746.6667,36653.125,-0.000582335691433,0.000257127685472,-467256.895833
105,50873217.4479,-50484756.0,7502.98079427,-0.000565700407606,0.000260543514742,-480579.34375
106,50140933.7118,-49389328.0,-34112.5042318,-0.000549929041881,0.000263637804892,-440666.208333
107,49479576.1603,-48334817.3333,-49618.2441406,-0.000534927123226,0.000266170856776,-352461.640625
108,49244711.9182,-47874813.0,-49959.5679932,-0.000520579633303,0.000268049014267,-320885.023438
109,48864739.0765,-47213057.3333,-85311.9181315,-0.000506541226059,0.000268933799816,-81346.4059245
110,48888681.0565,-47087761.3333,-54845.6731771,-0.000492742226925,0.000268874195172,107069.646484
